,step,type,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,isFlaggedFraud
5562765,385,PAYMENT,3910.47,9046.0,5135.53,0.0,0.0,0,0
3680097,276,CASH_IN,351091.87,49004.0,400095.87,40632.95,0.0,0,0
3587159,262,CASH_OUT,135395.06,0.0,0.0,761544.05,896939.11,0,0
2897809,228,PAYMENT,12867.16,0.0,0.0,0.0,0.0,0,0
4369968,310,CASH_OUT,30157.84,0.0,0.0,8038376.95,8068534.79,0,0
3763593,279,CASH_IN,351683.16,9719907.32,10071590.49,5002049.01,4650365.85,0,0
1185604,132,CASH_IN,27160.35,14332.0,41492.35,577808.17,619860.0,0,0
4685467,331,PAYMENT,6090.79,217393.0,211302.21,0.0,0.0,0,0
1610370,156,CASH_IN,195916.69,7095982.91,7291899.6,369538.23,173621.54,0,0
3703336,277,CASH_OUT,84661.97,0.0,0.0,10710814.88,10795476.85,0,0
4696599,331,TRANSFER,1775389.34,0.0,0.0,3798191.94,5573581.28,0,0
1781456,162,CASH_OUT,42889.79,0.0,0.0,1832063.86,1874953.66,0,0
6056993,500,PAYMENT,6720.81,2258.0,0.0,0.0,0.0,0,0
1495528,142,PAYMENT,1621.19,988965.0,987343.81,0.0,0.0,0,0
2590472,207,CASH_IN,210195.45,36119.0,246314.45,4810564.59,4600369.14,0,0
2501347,204,CASH_OUT,266464.8,263221.11,0.0,682057.33,948522.13,0,0
6020624,466,PAYMENT,2032.38,0.0,0.0,0.0,0.0,0,0
1304429,136,CASH_OUT,208604.38,41255.0,0.0,0.0,208604.38,0,0
3855391,283,CASH_OUT,44250.27,0.0,0.0,8661932.91,8706183.18,0,0
441643,19,PAYMENT,8963.17,100062.0,91098.83,0.0,0.0,0,0
1277967,135,CASH_OUT,240744.48,0.0,0.0,424424.27,665168.75,0,0
1773067,162,PAYMENT,32792.58,21728.0,0.0,0.0,0.0,0,0
271334,15,CASH_IN,5104.35,4308650.54,4313754.89,2595107.41,2590003.06,0,0
317127,16,CASH_OUT,138668.36,18184.0,0.0,64047.0,130177.16,0,0
1580789,155,CASH_OUT,717067.73,0.0,0.0,1693169.4,2410237.13,0,0
4606858,329,PAYMENT,798.9,20369.0,19570.1,0.0,0.0,0,0
1567258,155,CASH_OUT,51632.6,30069.0,0.0,201836.49,253469.1,0,0
3622602,274,CASH_OUT,23344.49,0.0,0.0,6154141.75,6177486.24,0,0
4640380,330,CASH_OUT,49890.29,15780.0,0.0,9604190.55,9654080.85,0,0
773263,39,CASH_IN,42850.36,11541629.59,11584479.95,155261.36,0.0,0,0
2559889,206,PAYMENT,40687.85,0.0,0.0,0.0,0.0,0,0
785758,39,CASH_OUT,507167.86,40522.0,0.0,6230271.71,6737439.57,0,0
827855,41,PAYMENT,2025.03,3984.18,1959.15,0.0,0.0,0,0
880557,42,CASH_OUT,13741.98,100296.21,86554.23,22082.05,35824.03,0,0
5700954,398,PAYMENT,11428.62,25984.58,14555.96,0.0,0.0,0,0
5605574,394,CASH_IN,253489.89,2132270.74,2385760.62,9673224.93,9419735.05,0,0
3517603,259,CASH_OUT,102291.91,0.0,0.0,733049.54,835341.44,0,0
2948991,230,CASH_IN,313974.67,3592788.64,3906763.31,7868450.27,7554475.6,0,0
5317235,374,PAYMENT,8682.27,11274.0,2591.73,0.0,0.0,0,0
420923,18,TRANSFER,276080.95,0.0,0.0,3821943.39,4098024.34,0,0
3660850,275,CASH_OUT,72635.86,36787.0,0.0,15079.51,87715.37,0,0
3584805,261,CASH_OUT,168936.11,216516.0,47579.89,0.0,168936.11,0,0
280610,15,CASH_OUT,10381.76,30188.0,19806.24,88542.13,98923.89,0,0
2021297,180,CASH_OUT,113026.97,0.0,0.0,1192126.28,1305153.25,0,0
844668,41,TRANSFER,686276.55,11512.93,0.0,1247877.99,1934154.54,0,0
1354439,137,TRANSFER,145581.68,0.0,0.0,2727672.62,2873254.29,0,0
6063522,503,CASH_IN,113834.71,6129538.84,6243373.55,238912.59,125077.88,0,0
5493291,380,PAYMENT,216.8,33200.0,32983.2,0.0,0.0,0,0
1225471,133,CASH_IN,286705.73,10408729.92,10695435.65,472806.32,186100.58,0,0
4070145,300,CASH_IN,95438.23,66899.0,162337.23,0.0,0.0,0,0
4091311,301,CASH_OUT,196961.71,206103.0,9141.29,897259.92,1094221.63,0,0
1030231,49,TRANSFER,215914.63,21015.0,0.0,4358647.14,4574561.77,0,0
4905281,349,CASH_OUT,227985.25,352.0,0.0,0.0,227985.25,0,0
2228480,186,PAYMENT,10195.71,0.0,0.0,0.0,0.0,0,0
5154367,357,PAYMENT,320.11,167.0,0.0,0.0,0.0,0,0
3992765,298,PAYMENT,28305.89,0.0,0.0,0.0,0.0,0,0
6026524,469,TRANSFER,183649.22,0.0,0.0,1861993.67,2045642.89,0,0
432731,18,PAYMENT,2775.8,4310.97,1535.18,0.0,0.0,0,0
4547820,327,CASH_OUT,363363.4,70114.0,0.0,0.0,363363.4,0,0
2489884,204,CASH_OUT,99612.58,30703.02,0.0,141340.31,240952.88,0,0
3969059,297,PAYMENT,7043.94,0.0,0.0,0.0,0.0,0,0
5306478,373,CASH_OUT,46524.89,0.0,0.0,314502.99,361027.88,0,0
4683714,331,TRANSFER,579479.43,0.0,0.0,2462436.34,3041915.77,0,0
5866920,403,PAYMENT,16072.21,0.0,0.0,0.0,0.0,0,0
2196523,185,CASH_IN,29504.51,10086015.54,10115520.06,10844590.77,10815086.26,0,0
4565708,327,TRANSFER,2076768.38,0.0,0.0,10292204.97,12368973.35,0,0
3274895,251,TRANSFER,504261.03,0.0,0.0,587711.46,1091972.49,0,0
5456773,379,PAYMENT,2330.87,0.0,0.0,0.0,0.0,0,0
2728322,212,CASH_OUT,18843.26,5014.0,0.0,291105.32,309948.58,0,0
1948417,177,CASH_OUT,106314.28,21629.0,0.0,1456628.28,1562942.56,0,0
6037321,478,CASH_IN,163537.3,1545896.43,1709433.74,4733495.54,4569958.24,0,0
405583,18,CASH_OUT,171692.41,0.0,0.0,1161984.32,1333676.72,0,0
1944645,177,CASH_IN,260313.25,4435111.72,4695424.96,314098.28,53785.03,0,0
2825773,226,PAYMENT,33584.95,101054.0,67469.05,0.0,0.0,0,0
4775828,335,TRANSFER,362192.57,7046.0,0.0,0.0,362192.57,0,0
127766,11,CASH_OUT,38911.59,0.0,0.0,1963489.93,1911565.69,0,0
5975757,407,CASH_OUT,408872.2,0.0,0.0,5801362.48,6210234.68,0,0
3356875,254,CASH_IN,184274.91,227638.22,411913.13,486244.29,301969.39,0,0
5451215,379,PAYMENT,8614.27,60138.01,51523.74,0.0,0.0,0,0
249380,14,CASH_OUT,437150.29,112374.0,0.0,94368.12,543564.39,0,0
3611677,273,TRANSFER,486260.25,30559.0,0.0,93425.17,579685.41,0,0
3341453,253,PAYMENT,4838.94,27382.47,22543.52,0.0,0.0,0,0
3318226,252,TRANSFER,1195695.83,0.0,0.0,4800348.33,5996044.16,0,0
326250,16,CASH_OUT,169268.35,15378.61,0.0,1424254.44,1616357.01,0,0
943404,43,CASH_OUT,294653.94,0.0,0.0,424986.82,719640.76,0,0
4439937,323,PAYMENT,11481.31,0.0,0.0,0.0,0.0,0,0
5730463,399,CASH_IN,110036.66,4473.0,114509.66,1059223.78,949187.12,0,0
2082353,182,CASH_OUT,90703.71,20136.0,0.0,2666874.72,2757578.43,0,0
4954320,351,CASH_IN,105622.55,22345028.27,22450650.82,387155.07,281532.52,0,0
2823678,226,CASH_OUT,187220.09,10653.0,0.0,831.25,188051.34,0,0
944871,43,CASH_OUT,100978.67,103144.0,2165.33,1023355.45,1124334.12,0,0
4813066,346,CASH_IN,14808.09,10730287.4,10745095.49,977472.55,962664.46,0,0
2837235,226,CASH_IN,190362.03,3958413.77,4148775.8,218680.38,28318.35,0,0
2961875,230,CASH_OUT,67338.76,0.0,0.0,1783130.61,1850469.36,0,0
1118524,130,CASH_OUT,220315.14,0.0,0.0,230424.2,450739.34,0,0
1913101,166,PAYMENT,9501.14,96571.0,87069.86,0.0,0.0,0,0
3929832,285,CASH_OUT,120059.25,0.0,0.0,2524838.52,2644897.77,0,0
105772,10,CASH_IN,455615.53,149642.0,605257.53,0.0,0.0,0,0
6015388,451,CASH_OUT,173635.91,141126.0,0.0,0.0,173635.91,0,0
2353813,190,CASH_OUT,163416.59,479059.0,315642.41,0.0,163416.59,0,0
2334701,188,CASH_IN,118290.8,136922.0,255212.8,9115.09,0.0,0,0
1189646,132,PAYMENT,6981.5,231776.64,224795.14,0.0,0.0,0,0
3178910,239,PAYMENT,6622.49,10425.0,3802.51,0.0,0.0,0,0
1951973,178,PAYMENT,7222.48,46648.26,39425.78,0.0,0.0,0,0
1545539,154,CASH_IN,93925.15,2185107.98,2279033.13,128764.57,34839.43,0,0
4286317,307,PAYMENT,26996.9,159877.85,132880.95,0.0,0.0,0,0
4530423,326,PAYMENT,6464.88,55655.0,49190.12,0.0,0.0,0,0
1422595,139,PAYMENT,5431.31,344.0,0.0,0.0,0.0,0,0
3946477,286,PAYMENT,11654.9,10401.0,0.0,0.0,0.0,0,0
1868175,164,PAYMENT,998.83,262.0,0.0,0.0,0.0,0,0
2573092,207,CASH_IN,284171.06,251085.0,535256.06,0.0,0.0,0,0
2193147,185,PAYMENT,3447.0,0.0,0.0,0.0,0.0,0,0
3893206,284,CASH_OUT,132073.79,21574.0,0.0,0.0,132073.79,0,0
4628468,329,CASH_OUT,286243.72,0.0,0.0,1267421.32,1553665.04,0,0
1412330,139,CASH_OUT,158110.83,35745.0,0.0,1561293.35,1719404.18,0,0
828120,41,CASH_IN,52680.18,349429.0,402109.18,249076.4,196396.22,0,0
5364413,375,PAYMENT,3864.17,224008.0,220143.83,0.0,0.0,0,0
4479152,324,CASH_IN,176357.58,15184638.35,15360995.93,214819.43,38461.86,0,0
250623,14,CASH_IN,241614.29,100734.0,342348.29,0.0,2022933.24,0,0
2152663,184,TRANSFER,822077.9,14483.0,0.0,125810.8,947888.7,0,0
3194683,249,CASH_OUT,111675.15,0.0,0.0,4088000.58,4199675.73,0,0
842497,41,TRANSFER,76795.58,0.0,0.0,787006.89,863802.47,0,0
6195240,573,CASH_OUT,451036.02,68628.65,0.0,579105.59,1030141.61,0,0
886885,42,CASH_OUT,97308.21,0.0,0.0,810533.75,907841.97,0,0
78644,10,PAYMENT,4844.89,44165.63,39320.74,0.0,0.0,0,0
2397779,201,CASH_OUT,30772.99,0.0,0.0,171722.41,202495.4,0,0
1072440,129,PAYMENT,13024.11,0.0,0.0,0.0,0.0,0,0
2938815,230,CASH_OUT,652354.89,0.0,0.0,942516.57,1594871.46,0,0
2883721,228,CASH_OUT,81182.18,0.0,0.0,181847.99,263030.17,0,0
1174520,132,TRANSFER,248416.43,0.0,0.0,935548.06,1183964.49,0,0
1885686,164,PAYMENT,9963.12,116847.06,106883.94,0.0,0.0,0,0
6147383,546,TRANSFER,231547.14,0.0,0.0,3776307.08,4007854.22,0,0
1875965,164,PAYMENT,10952.27,39729.0,28776.73,0.0,0.0,0,0
773800,39,CASH_IN,213075.11,15491262.24,15704337.35,542184.58,456603.76,0,0
1967924,178,CASH_OUT,331075.24,5090.21,0.0,1172712.91,1503788.15,0,0
3874107,283,CASH_OUT,104449.75,21048.0,0.0,2627523.94,2731973.69,0,0
888270,42,CASH_OUT,33201.21,99917.0,66715.79,0.0,33201.21,0,0
6271646,619,CASH_OUT,41893.03,14564.0,0.0,0.0,41893.03,0,0
1467900,140,PAYMENT,13634.45,0.0,0.0,0.0,0.0,0,0
100904,10,PAYMENT,10406.9,15340.0,4933.1,0.0,0.0,0,0
4389260,321,PAYMENT,12933.93,9622.0,0.0,0.0,0.0,0,0
3767158,280,CASH_OUT,36575.56,1339.0,0.0,956082.03,992657.59,0,0
278405,15,PAYMENT,14901.73,0.0,0.0,0.0,0.0,0,0
5372956,376,CASH_IN,98220.76,3778037.46,3876258.22,601713.55,503492.78,0,0
4932081,350,CASH_OUT,343046.75,0.0,0.0,1231360.98,1574407.73,0,0
4180464,304,CASH_IN,162854.75,41290.0,204144.75,5058224.97,4895370.23,0,0
892206,42,PAYMENT,28481.91,5785.1,0.0,0.0,0.0,0,0
5427474,378,PAYMENT,9601.78,0.0,0.0,0.0,0.0,0,0
478820,19,CASH_IN,192699.15,3979598.77,4172297.92,1380978.07,1933456.81,0,0
3505807,259,PAYMENT,3877.1,284147.05,280269.95,0.0,0.0,0,0
5484752,379,CASH_IN,188527.44,391586.09,580113.53,866211.39,677683.95,0,0
1928709,168,CASH_OUT,155950.52,37736.28,0.0,634658.89,790609.41,0,0
2116018,183,PAYMENT,154.86,0.0,0.0,0.0,0.0,0,0
1506547,144,CASH_OUT,156321.54,0.0,0.0,1611151.99,1767473.53,0,0
2285431,187,CASH_IN,269479.79,5082295.79,5351775.57,299571.42,30091.63,0,0
932204,43,PAYMENT,46893.61,289320.19,242426.58,0.0,0.0,0,0
6190209,571,CASH_OUT,214177.76,10873.0,0.0,0.0,214177.76,0,0
2403023,202,CASH_OUT,230662.44,25716.0,0.0,0.0,230662.44,0,0
3507208,259,PAYMENT,8070.77,25999.79,17929.02,0.0,0.0,0,0
11478,7,PAYMENT,4933.86,81551.0,76617.14,0.0,0.0,0,0
5657168,396,CASH_OUT,19976.13,0.0,0.0,3329285.33,3349261.46,0,0
4752934,333,PAYMENT,21493.68,20.0,0.0,0.0,0.0,0,0
4537731,326,CASH_IN,42841.94,2226.0,45067.94,991118.67,948276.73,0,0
3825727,282,CASH_OUT,112340.18,32324.0,0.0,3082101.67,3194441.86,0,0
5131824,356,CASH_OUT,3102.2,62440.0,59337.8,0.0,3102.2,0,0
3527287,259,PAYMENT,5245.44,326725.0,321479.56,0.0,0.0,0,0
1254070,134,PAYMENT,14888.16,10545.0,0.0,0.0,0.0,0,0
3085312,235,CASH_IN,33141.73,15676003.43,15709145.16,1780792.97,1747651.24,0,0
20650,8,PAYMENT,28388.5,102835.73,74447.23,0.0,0.0,0,0
1415193,139,CASH_OUT,310337.13,0.0,0.0,905112.73,1215449.86,0,0
1959969,178,CASH_OUT,164883.28,0.0,0.0,12059086.55,12223969.83,0,0
3168544,238,PAYMENT,2030.99,6334.0,4303.01,0.0,0.0,0,0
3490946,258,CASH_IN,256552.27,1434277.22,1690829.48,2537546.47,2280994.2,0,0
4849117,347,PAYMENT,58302.93,206197.68,147894.74,0.0,0.0,0,0
770327,39,PAYMENT,7634.28,63827.0,56192.72,0.0,0.0,0,0
2190799,185,CASH_IN,266062.21,1218399.94,1484462.15,645652.58,221274.12,0,0
2645096,209,CASH_OUT,175862.31,0.0,0.0,12380984.33,12556846.63,0,0
1014092,46,PAYMENT,180.21,25600.43,25420.22,0.0,0.0,0,0
2244685,186,PAYMENT,1467.49,0.0,0.0,0.0,0.0,0,0
2703713,211,CASH_OUT,128406.67,15183.0,0.0,3082581.83,3210988.5,0,0
796383,40,CASH_OUT,417390.5,7050.0,0.0,2522688.04,2940078.54,0,0
199477,13,CASH_IN,257428.66,12575091.53,12832520.19,567588.8,310160.14,0,0
3016689,232,CASH_IN,214629.7,579.0,215208.7,746017.1,531387.39,0,0
2216954,186,PAYMENT,9339.87,13664.18,4324.31,0.0,0.0,0,0
6246248,596,TRANSFER,5234585.54,0.0,0.0,13114970.5,18349556.05,0,0
1357371,138,TRANSFER,80590.17,33240.0,0.0,587661.8,707286.82,0,0
3664467,276,CASH_OUT,36634.63,0.0,0.0,106484.4,143119.02,0,0
1523903,153,CASH_OUT,238241.78,0.0,0.0,873332.23,1111574.01,0,0
2116971,183,PAYMENT,23084.74,156482.0,133397.26,0.0,0.0,0,0
3468389,258,CASH_OUT,204256.29,51861.0,0.0,0.0,204256.29,0,0
4395279,321,CASH_OUT,146291.14,0.0,0.0,456440.8,602731.95,0,0
4354229,309,PAYMENT,7495.47,159474.0,151978.53,0.0,0.0,0,0
5029674,354,PAYMENT,4067.96,99203.0,95135.04,0.0,0.0,0,0
648996,35,CASH_IN,123187.92,3771308.29,3894496.21,1734817.7,1611629.78,0,0
5326012,374,CASH_IN,108229.81,6365289.81,6473519.61,223698.83,115469.03,0,0
247523,14,CASH_OUT,24985.03,194518.57,169533.55,382097.38,107594.95,0,0
3869154,283,CASH_OUT,83687.96,160564.0,76876.04,0.0,83687.96,0,0
6109276,525,TRANSFER,1063602.84,0.0,0.0,4857509.26,5921112.1,0,0
5732013,399,TRANSFER,2825844.35,0.0,0.0,3746761.83,6572606.18,0,0
1320594,136,PAYMENT,3285.78,695334.3,692048.53,0.0,0.0,0,0
4922089,350,PAYMENT,26919.05,0.0,0.0,0.0,0.0,0,0
2704766,211,CASH_IN,105285.27,432390.96,537676.23,1009857.99,904572.72,0,0
3777205,280,PAYMENT,10829.81,50551.0,39721.19,0.0,0.0,0,0
5325696,374,CASH_IN,482169.66,20534.0,502703.66,159342.32,0.0,0,0
2209332,186,CASH_IN,186431.01,133.0,186564.01,0.0,0.0,0,0
808819,40,CASH_OUT,74262.26,214169.33,139907.07,75711.92,149974.18,0,0
2428902,202,PAYMENT,21243.34,150345.22,129101.89,0.0,0.0,0,0
390266,17,CASH_IN,52850.55,5507105.57,5559956.12,2099862.12,2047011.58,0,0
5500510,380,CASH_IN,107693.34,105665.0,213358.34,314403.25,206709.9,0,0
4163716,304,PAYMENT,8436.32,0.0,0.0,0.0,0.0,0,0
1989625,179,PAYMENT,4300.98,29773.0,25472.02,0.0,0.0,0,0
4921259,350,PAYMENT,54468.4,5052.0,0.0,0.0,0.0,0,0
4959407,351,CASH_IN,231722.44,32699970.84,32931693.28,6409456.67,6177734.23,0,0
2468933,204,TRANSFER,1023216.71,0.0,0.0,3452708.67,4475925.38,0,0
636658,35,TRANSFER,1145310.75,0.0,0.0,1477355.43,2818822.3,0,0
848860,41,PAYMENT,4392.54,3008.0,0.0,0.0,0.0,0,0
399235,18,CASH_OUT,211725.41,0.0,0.0,1993119.28,2518268.29,0,0
1626916,157,PAYMENT,23853.28,1209.0,0.0,0.0,0.0,0,0
2343845,189,PAYMENT,3844.82,113930.01,110085.19,0.0,0.0,0,0
1445496,140,CASH_IN,553477.65,10361783.34,10915260.99,636534.08,83056.43,0,0
364002,17,PAYMENT,10720.84,0.0,0.0,0.0,0.0,0,0
5761181,400,CASH_IN,395959.13,495.0,396454.13,1891915.47,1495956.33,0,0
1853812,164,CASH_IN,161609.29,904407.0,1066016.29,1787287.9,1625678.62,0,0
5542794,382,PAYMENT,65767.04,0.0,0.0,0.0,0.0,0,0
4589938,328,CASH_IN,614544.4,80777.0,695321.4,0.0,0.0,0,0
2058323,181,PAYMENT,11153.3,0.0,0.0,0.0,0.0,0,0
5655471,396,PAYMENT,16099.8,118037.0,101937.2,0.0,0.0,0,0
5828391,402,CASH_OUT,199438.26,22034.0,0.0,869962.53,1069400.79,0,0
6234625,594,CASH_OUT,113860.26,20602.0,0.0,307094.22,420954.48,0,0
2065958,181,PAYMENT,8364.91,0.0,0.0,0.0,0.0,0,0
6115364,527,CASH_OUT,152653.97,155580.0,2926.03,104920.9,257574.87,0,0
5916875,404,CASH_IN,265755.79,13986131.25,14251887.04,3555070.64,3289314.85,0,0
1375340,138,CASH_IN,260235.31,403991.0,664226.31,1058524.75,1271253.94,0,0
1442490,140,CASH_OUT,36340.24,0.0,0.0,51666.04,88006.28,0,0
876827,42,CASH_OUT,455675.92,14008.0,0.0,11237061.04,11692736.96,0,0
706086,37,PAYMENT,3905.6,54808.0,50902.4,0.0,0.0,0,0
2504999,204,CASH_IN,5030.41,6420166.14,6425196.55,4636123.86,4631093.45,0,0
2413689,202,PAYMENT,7288.32,0.0,0.0,0.0,0.0,0,0
426048,18,PAYMENT,22097.64,442660.17,420562.53,0.0,0.0,0,0
8951,7,PAYMENT,4405.43,5126.0,720.57,0.0,0.0,0,0
2168975,185,CASH_IN,78879.69,1046359.31,1125239.0,9699941.8,9621062.11,0,0
4579053,328,CASH_OUT,33217.99,0.0,0.0,194264.94,227482.93,0,0
2080490,182,CASH_IN,119546.34,1863524.07,1983070.41,589660.11,470113.77,0,0
65833,9,CASH_IN,413871.34,3377254.47,3791125.81,1897841.31,1729808.41,0,0
162293,12,TRANSFER,1314132.2,919426.91,0.0,187961.8,1259507.97,0,0
5954031,405,PAYMENT,26992.02,99428.77,72436.74,0.0,0.0,0,0
2198910,185,PAYMENT,18486.85,0.0,0.0,0.0,0.0,0,0
1664511,158,CASH_IN,214830.51,45260.0,260090.51,760886.29,546055.77,0,0
1286328,135,CASH_IN,127509.7,2180180.02,2307689.73,1273441.17,1145931.47,0,0
1657474,158,PAYMENT,10829.0,0.0,0.0,0.0,0.0,0,0
3621178,274,CASH_OUT,233870.51,8531.0,0.0,158237.63,392108.14,0,0
4020384,299,CASH_IN,90677.79,7004.0,97681.79,1016089.88,925412.09,0,0
3370428,254,CASH_OUT,198072.73,0.0,0.0,2157445.59,2355518.32,0,0
3964101,297,PAYMENT,2355.41,507591.0,505235.59,0.0,0.0,0,0
1076040,129,CASH_OUT,87239.88,0.0,0.0,327726.74,414966.62,0,0
2398202,201,PAYMENT,49598.45,0.0,0.0,0.0,0.0,0,0
2167250,185,TRANSFER,140546.23,29934.0,0.0,55364.92,195911.15,0,0
6038177,478,PAYMENT,7946.07,6913.7,0.0,0.0,0.0,0,0
206101,13,PAYMENT,26406.3,61578.0,35171.7,0.0,0.0,0,0
528336,20,TRANSFER,743087.98,16529.0,0.0,406278.4,1149366.39,0,0
1299195,136,PAYMENT,11945.87,36084.0,24138.13,0.0,0.0,0,0
3084129,235,PAYMENT,25989.4,163.0,0.0,0.0,0.0,0,0
4045445,300,CASH_OUT,122879.56,29714.0,0.0,326195.98,449075.54,0,0
3248357,251,TRANSFER,272885.61,0.0,0.0,7811687.58,8084573.18,0,0
5486746,380,TRANSFER,238997.96,0.0,0.0,1459049.34,1698047.3,0,0
5805203,401,CASH_IN,434068.5,1498587.64,1932656.15,589568.96,155500.45,0,0
1514452,153,CASH_IN,21094.34,21257.0,42351.34,186269.72,165175.38,0,0
2884281,228,CASH_OUT,45493.49,0.0,0.0,493093.0,538586.49,0,0
3999303,298,CASH_IN,85771.4,1745702.62,1831474.02,228729.03,142957.63,0,0
5606306,394,TRANSFER,1469761.18,10617.0,0.0,42962.39,1512723.57,0,0
4237793,306,PAYMENT,7482.26,109296.97,101814.71,0.0,0.0,0,0
1610079,156,CASH_OUT,101809.45,0.0,0.0,569889.57,671699.02,0,0
2040123,181,CASH_OUT,26475.37,0.0,0.0,811256.04,837731.41,0,0
2181303,185,CASH_OUT,15247.81,0.0,0.0,304806.94,320054.75,0,0
5014875,353,CASH_OUT,130980.83,0.0,0.0,1578057.57,1709038.4,0,0
2240307,186,PAYMENT,13657.87,396932.49,383274.62,0.0,0.0,0,0
5654648,396,CASH_IN,115165.69,3126120.06,3241285.75,1083420.65,968254.96,0,0
4606578,329,CASH_IN,105786.98,8563053.71,8668840.69,548472.24,442685.26,0,0
2861007,227,PAYMENT,5228.9,164312.37,159083.47,0.0,0.0,0,0
1412267,139,PAYMENT,2001.93,0.0,0.0,0.0,0.0,0,0
5930716,404,CASH_OUT,183551.66,152375.0,0.0,518095.44,701647.09,0,0
5164263,358,PAYMENT,24044.71,18748.0,0.0,0.0,0.0,0,0
5129093,356,CASH_IN,475923.77,369585.59,845509.36,1276972.0,801048.23,0,0
2856473,227,PAYMENT,11716.72,0.0,0.0,0.0,0.0,0,0
2192331,185,CASH_IN,45904.86,3227549.92,3273454.78,6147884.5,6101979.65,0,0
1172971,132,TRANSFER,2221897.25,0.0,0.0,3372610.72,5594507.97,0,0
4083652,301,CASH_OUT,189107.04,9321.0,0.0,7255533.13,7444640.17,0,0
3498241,259,CASH_OUT,179399.36,5570.0,0.0,109554.32,288953.68,0,0
3368956,254,PAYMENT,14886.93,300203.0,285316.07,0.0,0.0,0,0
751011,38,TRANSFER,246496.9,0.0,0.0,4833052.48,5079549.38,0,0
6088691,522,CASH_OUT,41379.52,10803.0,0.0,901790.42,943169.95,0,0
2535844,205,CASH_OUT,33618.76,218353.0,184734.24,0.0,33618.76,0,0
4129851,302,CASH_IN,336742.14,2957312.36,3294054.51,647333.17,310591.03,0,0
272430,15,CASH_IN,345220.53,216.0,345436.53,0.0,0.0,0,0
1326153,137,CASH_OUT,370194.0,24785.0,0.0,6383.16,376577.15,0,0
3074921,235,CASH_OUT,61316.73,291915.0,230598.27,50606.57,111923.29,0,0
988086,45,PAYMENT,18433.6,10422.0,0.0,0.0,0.0,0,0
263369,15,CASH_OUT,19459.08,405296.95,385837.86,722.0,0.0,0,0
3191233,241,CASH_OUT,264191.07,0.0,0.0,501689.62,765880.69,0,0
2321347,188,TRANSFER,272874.52,0.0,0.0,3134946.13,3407820.65,0,0
6328503,688,CASH_IN,114019.85,1198269.49,1312289.35,5691230.98,5577211.13,0,0
394185,18,CASH_OUT,182719.92,0.0,0.0,742481.01,925200.93,0,0
4233971,306,CASH_OUT,4831.94,84777.0,79945.06,0.0,4831.94,0,0
5018261,353,CASH_IN,148209.88,21385.0,169594.88,9182089.29,9033879.42,0,0
495036,20,PAYMENT,8342.0,0.0,0.0,0.0,0.0,0,0
5346957,375,CASH_OUT,227024.37,15379.0,0.0,21033.54,248057.9,0,0
63475,9,PAYMENT,43413.11,268.0,0.0,0.0,0.0,0,0
3879339,283,CASH_IN,100648.31,6198.0,106846.31,2692492.62,2591844.31,0,0
1169134,132,PAYMENT,18060.9,0.0,0.0,0.0,0.0,0,0
1208792,133,TRANSFER,283082.98,143.0,0.0,3743096.39,4026179.38,0,0
3664442,276,CASH_OUT,39361.57,0.0,0.0,62352.13,101713.71,0,0
2300692,188,PAYMENT,13003.74,351973.74,338970.0,0.0,0.0,0,0
1136345,131,PAYMENT,11847.03,2575.0,0.0,0.0,0.0,0,0
1113405,130,PAYMENT,19196.9,0.0,0.0,0.0,0.0,0,0
3542799,260,CASH_OUT,169823.79,0.0,0.0,956626.95,1126450.74,0,0
